Timestamp,REST,GraphQL
2025-07-03T10:52:40.921Z,0.17197966575622559,0.013985872268676758
2025-07-03T11:03:37.584Z,0.17081236839294434,0.015712976455688477
2025-07-04T07:38:47.613Z,0.04448223114013672,0.004217863082885742
2025-07-04T12:53:34.730Z,0.04394388198852539,0.004418134689331055
2025-07-04T13:04:40.858Z,0.04601788520812988,0.004400968551635742
2025-07-04T13:10:43.563Z,0.0416719913482666,0.37496495246887207
2025-07-04T13:42:59.953Z,0.04313063621520996,0.36948180198669434
2025-07-04T13:59:11.253Z,0.05034685134887695,0.37923145294189453
2025-07-04T13:59:24.465Z,0.04173874855041504,0.3823544979095459
2025-07-04T13:59:37.688Z,0.03959012031555176,0.39112329483032227
2025-07-04T13:59:53.685Z,2.2962427139282227,0.7593529224395752
2025-07-04T14:00:09.975Z,2.940380573272705,0.47882509231567383
2025-07-04T14:00:25.530Z,2.2664527893066406,0.5213937759399414
2025-07-04T14:00:41.246Z,2.4498841762542725,0.46701645851135254
2025-07-04T14:00:56.723Z,2.206134080886841,0.46201109886169434
2025-07-04T14:01:12.441Z,2.3198111057281494,0.5526621341705322
2025-07-04T14:01:27.725Z,2.034587860107422,0.47056007385253906
2025-07-04T14:01:43.107Z,2.077580690383911,0.5038118362426758
2025-07-04T14:01:58.597Z,2.2269744873046875,0.4910564422607422
2025-07-04T14:02:14.097Z,2.139054536819458,0.5811059474945068
2025-07-04T14:02:30.026Z,2.473878860473633,0.5821430683135986
2025-07-04T14:02:45.684Z,2.335739850997925,0.507962703704834
2025-07-04T14:03:01.586Z,2.5979156494140625,0.4985640048980713
2025-07-04T14:03:17.291Z,2.141683578491211,0.6865222454071045
2025-07-04T14:03:32.847Z,2.2392752170562744,0.5018539428710938
2025-07-04T14:03:48.285Z,2.124823570251465,0.485400915145874
2025-07-04T14:04:03.174Z,1.5617644786834717,0.47216129302978516
2025-07-04T14:04:17.882Z,1.4330456256866455,0.4652433395385742
2025-07-04T14:04:32.620Z,1.4222705364227295,0.5171921253204346
2025-07-04T14:04:46.743Z,0.6937417984008789,0.633796215057373
2025-07-04T14:05:00.047Z,0.04700732231140137,0.41510748863220215
2025-07-04T14:05:13.346Z,0.04056549072265625,0.4572105407714844
2025-07-04T14:05:26.528Z,0.0395665168762207,
2025-07-04T14:05:39.281Z,,
2025-07-04T15:01:09.235Z,0.05306053161621094,0.38303685188293457
2025-07-04T15:01:22.432Z,0.04338335990905762,0.3711669445037842
2025-07-04T15:01:35.696Z,0.04157710075378418,0.41978001594543457
2025-07-04T15:01:49.057Z,0.04942464828491211,0.4684162139892578
2025-07-04T15:02:02.408Z,0.04943370819091797,0.43968653678894043
2025-07-04T15:02:15.655Z,0.04030346870422363,0.39457201957702637
2025-07-04T15:02:30.304Z,0.9947648048400879,0.7076258659362793
2025-07-04T15:02:44.979Z,1.4095263481140137,0.44386768341064453
2025-07-04T15:02:59.734Z,1.5042188167572021,0.4827725887298584
2025-07-04T15:03:14.687Z,1.644399642944336,0.514561653137207
2025-07-04T15:03:29.662Z,1.6103637218475342,0.5399997234344482
2025-07-04T15:03:44.429Z,1.3677093982696533,0.578315019607544
2025-07-04T15:03:59.355Z,1.4927875995635986,0.5935685634613037
2025-07-04T15:04:14.486Z,1.6333565711975098,0.6617786884307861
2025-07-04T15:04:29.535Z,1.597618579864502,0.6498165130615234
2025-07-04T15:04:44.383Z,1.4669532775878906,0.5651168823242188
2025-07-04T15:04:58.416Z,0.7356157302856445,0.49111247062683105
2025-07-04T15:05:11.652Z,0.04337143898010254,0.39486265182495117
2025-07-04T15:05:24.832Z,0.03961515426635742,0.36912059783935547
2025-07-04T15:05:38.018Z,0.03900909423828125,0.3772711753845215
2025-07-04T15:05:51.237Z,0.039459943771362305,0.3925144672393799
2025-07-04T15:06:04.432Z,0.039327383041381836,0.36820244789123535
2025-07-04T15:06:17.756Z,0.04992222785949707,0.442183256149292
2025-07-04T15:06:31.121Z,0.0526885986328125,0.4597513675689697
2025-07-04T15:06:44.409Z,0.04016375541687012,0.37503790855407715
2025-07-04T15:06:57.618Z,0.03942513465881348,0.37279701232910156
2025-07-04T15:07:10.853Z,0.039603471755981445,0.3981919288635254
2025-07-04T15:07:24.060Z,0.039764404296875,0.3719215393066406
2025-07-04T15:07:40.071Z,2.1618220806121826,0.9575212001800537
2025-07-04T15:07:55.189Z,1.7690625190734863,0.48323631286621094
2025-07-04T15:08:10.143Z,1.6328794956207275,0.5002655982971191
2025-07-04T15:08:24.959Z,1.5076439380645752,0.4884347915649414
2025-07-04T15:08:39.949Z,1.5962672233581543,0.5753307342529297
2025-07-04T15:08:54.813Z,1.576312780380249,0.4837913513183594
2025-07-04T15:09:09.780Z,1.6174125671386719,0.5588679313659668
2025-07-04T15:09:24.557Z,1.502103328704834,0.4869217872619629
2025-07-04T15:09:39.557Z,1.5041704177856445,0.6625666618347168
